date,id_player,points,cumulative_points
2026-04-05,f724,0.0,0.0
2026-04-05,gj37,0.0,0.0
2026-04-05,hh26,10.0,10.0
2026-04-05,k0o4,0.0,0.0
2026-04-05,ki95,0.0,0.0
2026-04-05,mc65,10.0,10.0
2026-04-05,n771,10.0,10.0
2026-04-05,te30,10.0,10.0
