date,team_id,team_name,points
2026-03-19,T2,Team B,10.0
2026-03-19,T4,Team D,10.0
2026-03-19,T5,Team E,0.0
2026-03-19,T6,Team F,0.0
2026-03-19,T7,Team G,10.0
2026-03-19,T8,Team H,10.0
2026-03-19,T9,Team I,10.0
