date,id_player,points,cumulative_points
2026-03-19,bd06,10.0,10.0
2026-03-19,d994,0.0,0.0
2026-03-19,f0fv,10.0,10.0
2026-03-19,gc88,0.0,0.0
2026-03-19,hb71,0.0,0.0
2026-03-19,k0o4,10.0,10.0
2026-03-19,l0il,10.0,10.0
2026-03-19,m0ci,0.0,0.0
2026-03-19,m0gz,0.0,0.0
2026-03-19,q02l,10.0,10.0
2026-03-19,s0k7,0.0,0.0
2026-03-19,u182,10.0,10.0
