date,team_id,team_name,points
2026-03-19,T10,Team L,20.0
2026-03-19,T2,Team B,20.0
2026-03-19,T3,Team C,0.0
2026-03-19,T5,Team E,0.0
2026-03-19,T6,Team F,0.0
2026-03-19,T8,Team H,10.0
2026-03-19,T9,Team I,10.0
2026-03-20,T1,Team A,10.0
2026-03-20,T5,Team E,10.0
2026-03-20,T9,Team I,0.0
